@RELATION data

@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE dit NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE ca NUMERIC
@ATTRIBUTE ce NUMERIC
@ATTRIBUTE npm NUMERIC
@ATTRIBUTE lcom3 NUMERIC
@ATTRIBUTE loc NUMERIC
@ATTRIBUTE dam NUMERIC
@ATTRIBUTE moa NUMERIC
@ATTRIBUTE mfa NUMERIC
@ATTRIBUTE cam NUMERIC
@ATTRIBUTE ic NUMERIC
@ATTRIBUTE cbm NUMERIC
@ATTRIBUTE amc NUMERIC
@ATTRIBUTE max_cc NUMERIC
@ATTRIBUTE avg_cc NUMERIC
@ATTRIBUTE contains_bug {FALSE,TRUE}
@ATTRIBUTE author_date_unix_timestamp NUMERIC
@ATTRIBUTE project_no NUMERIC
@ATTRIBUTE commit_type NUMERIC

@DATA
6,2,0,5,25,3,1,5,4,0.771429,215,0.857143,0,0.722222,0.722222,1,3,33.6667,7,3,FALSE,1e+09,3,0
2,2,0,1,4,1,0,1,2,2,16,0,0,0.75,0.75,1,1,7,2,1,FALSE,1e+09,3,0
2,2,0,6,9,1,1,5,1,2,24,0,0,0.954545,0.75,0,0,11,1,0.5,FALSE,1e+09,3,0
10,5,0,7,42,43,4,5,9,0.666667,219,1,0,0.990654,0.375,1,1,20.8,4,1.6,FALSE,1e+09,3,0
3,2,0,4,9,1,1,3,0,0.5,106,1,0,0.777778,0.444444,1,2,34,11,4,FALSE,1e+09,3,0
7,1,0,7,20,0,1,6,4,0.736111,392,1,2,0,0.404762,0,0,53.2857,11,4.2857,TRUE,1e+09,3,3
5,7,0,6,47,2,1,5,4,0.611111,461,1,2,0.993939,0.4,0,0,89.4,6,2.6,FALSE,1e+09,3,0
5,2,0,5,29,2,1,4,4,0.5625,198,0.75,0,0.935484,0.466667,1,7,37.8,8,2.2,FALSE,1e+09,3,0
12,6,0,7,44,26,3,6,1,0.449198,650,1,3,0.983824,0.5,1,3,51.75,3,1.3333,TRUE,1e+09,3,3
6,1,0,1,6,15,1,0,6,2,6,0,0,0,0.75,0,0,0,1,1,FALSE,1e+09,3,0
239,4,0,66,478,13445,52,34,195,0.887106,9017,0.639344,10,0.731597,0.080053,3,19,36.4728,32,3.5774,TRUE,1e+09,3,3
2,2,0,9,6,1,3,6,1,1,54,0,0,0.947368,0.666667,1,2,24.5,1,0.5,FALSE,1e+09,3,0
4,1,1,4,12,6,2,2,4,0.666667,37,1,1,0,0.5,0,0,8,2,1,FALSE,1e+09,3,0
15,7,0,14,71,77,8,11,3,0.849206,584,1,1,0.979104,0.355556,0,0,37.3333,9,1.5333,FALSE,1e+09,3,0
12,7,0,7,59,52,1,7,10,0.709091,284,1,2,0.983508,0.277778,0,0,22.25,3,1.3333,FALSE,1e+09,3,0
3,1,0,9,19,3,0,9,1,1,54,0,0,0,0.333333,0,0,16.6667,3,1.3333,TRUE,1e+09,3,3
6,1,0,6,9,15,4,3,6,2,34,0,0,0,0.611111,0,0,4.66667,2,1,FALSE,1e+09,3,0
19,5,0,20,83,105,8,17,4,0.822222,477,1,3,0.973174,0.336842,2,5,23.5789,10,1.4211,TRUE,1e+09,3,3
14,7,0,7,55,67,3,7,4,0.888889,356,0.888889,1,0.980568,0.285714,0,0,23.7857,3,1.0714,FALSE,1e+09,3,0
13,2,0,1,20,30,1,1,9,0.805556,115,1,0,0.571429,0.269231,0,0,7.38462,2,1.0769,FALSE,1e+09,3,0
40,7,0,28,162,542,8,26,9,0.831502,1807,0.892857,5,0.946609,0.186813,2,3,43.475,15,2.175,TRUE,1e+09,3,3
3,2,0,5,11,0,1,4,0,0,87,0,1,0.777778,0.444444,1,2,27.3333,7,3,FALSE,1e+09,3,0
9,1,0,6,18,0,6,1,8,1.01563,368,0.104167,17,0,0.40625,0,0,34.5556,2,1,FALSE,1e+09,3,0
3,2,0,11,13,3,1,10,1,1,102,0,0,0.9,0.444444,1,1,32.6667,6,2.3333,FALSE,1e+09,3,0
21,1,0,14,52,0,9,7,21,0.492857,1738,1,3,0,0.251701,0,0,81.4286,35,9.0952,FALSE,1e+09,3,0
12,1,5,29,18,54,28,3,12,0.727273,49,1,0,0,0.3125,0,0,3,1,0.9167,FALSE,1e+09,3,0
6,2,0,8,54,5,3,7,2,0.72,377,1,0,0.924242,0.305556,0,0,61,13,3.8333,FALSE,1e+09,3,0
1,1,0,12,1,0,12,0,0,2,617,0,0,0,0,0,0,496,0,0,FALSE,1e+09,3,0
3,2,0,4,9,1,1,3,0,0.5,71,1,0,0.777778,0.444444,1,2,22.3333,6,2.3333,FALSE,1e+09,3,0
12,6,0,4,31,28,2,3,3,0.818182,269,1,0,0.983824,0.5,2,4,20.6667,1,0.9167,FALSE,1e+09,3,0
60,6,0,138,221,1420,125,37,45,0.949153,1722,0.515152,9,0.916193,0.082456,2,3,27.15,20,2.8,TRUE,1e+09,3,3
34,1,4,37,83,471,29,15,28,0.969697,679,0.333333,0,0,0.242424,0,0,18.6176,5,1.5588,TRUE,1e+09,3,3
8,3,0,1,14,16,1,1,8,0.714286,49,1,0,0.911392,1,0,0,4.875,1,0.875,FALSE,1e+09,3,0
5,1,0,2,6,10,0,2,5,2,12,0,0,0,0.8,0,0,1.4,1,0.8,TRUE,1e+09,3,3
3,2,0,4,5,3,1,3,0,2,20,0,0,0.777778,0.466667,1,2,5.66667,1,0.6667,FALSE,1e+09,3,0
4,2,0,4,9,0,1,3,0,0.444444,80,1,0,0.7,0.357143,1,2,18.25,5,1.75,FALSE,1e+09,3,0
147,1,0,127,346,9847,99,51,118,0.929969,5007,0.714286,12,0,0.077948,0,0,32.7279,39,3.7959,TRUE,1e+09,3,3
12,7,0,10,72,32,2,9,3,0.872727,720,1,3,0.983508,0.291667,1,1,57.75,8,1.5,TRUE,1e+09,3,3
3,6,0,3,17,1,1,2,3,0.5,263,1,0,0.997019,1,2,4,84,5,2,FALSE,1e+09,3,0
1,4,0,17,2,0,17,0,1,2,5,0,0,1,1,0,0,4,0,0,FALSE,1e+09,3,0
14,1,0,11,39,61,4,7,12,0.307692,314,1,1,0,0.320513,0,0,21.3571,8,2.5,TRUE,1e+09,3,3
2,2,0,7,6,1,1,6,1,2,36,0,0,0.947368,0.625,1,1,17,1,0.5,FALSE,1e+09,3,0
7,2,0,9,22,0,4,6,5,0.444444,123,1,0,0.538462,0.285714,1,1,16.1429,3,1.1429,FALSE,1e+09,3,0
23,5,0,37,128,153,29,18,12,0.897306,1181,0.888889,3,0.967407,0.173913,1,7,49.1739,18,2.913,TRUE,1e+09,3,3
4,2,0,4,16,4,1,4,2,0.833333,109,0,0,0.769231,0.4,0,0,25.75,3,1.75,FALSE,1e+09,3,0
13,1,0,19,30,26,15,6,13,0.733333,274,1,3,0,0.338462,0,0,19.6923,5,2.1538,FALSE,1e+09,3,0
5,2,0,7,20,4,1,6,2,0.5,153,0,0,0.818182,0.366667,0,0,29.4,10,4,FALSE,1e+09,3,0
6,6,0,12,36,3,7,5,4,0.7,263,0.3,0,0.994483,0.314286,2,2,41.1667,11,3.3333,TRUE,1e+09,3,3
11,1,0,12,56,23,3,9,7,0.65,479,1,1,0,0.4,0,0,42.1818,3,1.0909,TRUE,1e+09,3,3
6,1,0,4,6,15,4,1,6,2,6,0,0,0,1,0,0,0,1,1,FALSE,1e+09,3,0
3,6,0,5,28,1,1,4,3,0.5,435,1,9,0.997019,1,3,5,137.333,2,1.3333,FALSE,1e+09,3,0
5,1,0,3,12,0,2,1,3,0.46875,273,1,0,0,0.6,0,0,52,10,3.8,FALSE,1e+09,3,0
13,1,0,76,55,38,76,1,7,0.892857,446,0.5,0,0,0.178571,0,0,32.2308,7,2.3846,FALSE,1e+09,3,0
3,1,0,3,4,3,1,2,2,1,13,0,1,0,0.625,0,0,3,1,0.3333,FALSE,1e+09,3,0
15,3,3,53,23,43,53,1,11,0.5,154,0,1,0.566667,0.577778,1,2,9.13333,3,1.3333,FALSE,1e+09,3,0
12,2,0,5,36,24,3,2,7,0.818182,253,0,0,0.592593,0.395833,1,2,19.8333,6,2.0833,FALSE,1e+09,3,0
55,1,0,59,148,1039,45,21,45,0.778867,1684,0.117647,5,0,0.126362,0,0,29.3091,32,1.6,TRUE,1e+09,3,3
16,3,0,9,65,38,3,7,13,0.666667,670,0.777778,0,0.729167,0.185185,2,5,40.3125,24,4.875,TRUE,1e+09,3,3
11,6,0,9,53,25,3,8,1,0.716667,349,1,0,0.985272,0.5,3,5,30.1818,6,1.9091,TRUE,1e+09,3,3
3,6,0,4,21,1,1,3,1,0.5,159,1,1,0.997019,1,1,3,50,1,0.6667,FALSE,1e+09,3,0
4,2,0,3,17,6,1,3,4,2,86,0,0,0.928571,0.6,1,1,20.5,2,1,FALSE,1e+09,3,0
14,2,0,7,35,37,4,4,11,0.760684,429,0.888889,1,0.824324,0.22449,0,0,29,5,1.5,FALSE,1e+09,3,0
6,2,0,17,40,15,3,14,1,1.11429,286,0,0,0.782609,0.611111,0,0,45.5,1,0.8333,FALSE,1e+09,3,0
18,1,0,13,102,43,4,11,9,0.661765,785,0.875,0,0,0.104575,0,0,42.1667,18,3.1111,FALSE,1e+09,3,0
2,2,0,4,3,1,3,1,1,1,10,0,0,0.947368,0.75,0,0,3.5,1,0.5,FALSE,1e+09,3,0
16,2,0,15,77,78,1,15,8,0.875269,1296,1,5,0.464286,0.265625,1,3,78.0625,35,6,TRUE,1e+09,3,3
9,6,0,6,26,34,3,6,9,0.9375,91,1,2,0.987749,0.592593,3,3,8.88889,1,0.8889,TRUE,1e+09,3,3
4,1,0,4,4,6,4,1,4,2,4,0,0,0,0.916667,0,0,0,1,1,TRUE,1e+09,3,3
13,1,0,15,65,30,5,13,7,0.796875,1525,0.9375,4,0,0.215385,0,0,115.077,42,8.8462,TRUE,1e+09,3,3
3,6,0,6,18,3,5,2,1,2,66,0,0,0.997382,0.444444,0,0,21,2,1,FALSE,1e+09,3,0
14,1,2,18,23,59,17,1,9,0.807692,117,0,0,0,0.297619,0,0,7.07143,5,1.0714,TRUE,1e+09,3,3
3,1,1,10,9,1,9,1,3,1.34783,138,0,2,0,0.4,0,0,37.3333,15,5.3333,FALSE,1e+09,3,0
53,4,0,22,145,988,14,14,46,0.960918,1107,0.677419,5,0.925501,0.101415,3,25,19.3019,7,1.6038,TRUE,1e+09,3,3
50,1,0,5,66,3,1,4,6,0.751701,6280,0.166667,1,0,0.5,0,0,124.12,167,8.76,FALSE,1e+09,3,0
4,1,0,2,7,0,1,1,3,0,59,1,0,0,0.666667,0,0,13.25,3,1.75,FALSE,1e+09,3,0
4,1,0,14,5,0,14,0,4,0.666667,28,1,0,0,0.5,0,0,5.25,1,0.75,FALSE,1e+09,3,0
7,1,0,7,10,0,7,1,2,0.625,64,1,1,0,0.428571,0,0,7.57143,2,1.1429,FALSE,1e+09,3,0
47,2,1,41,109,1019,19,25,26,0.946488,2549,0.461538,2,0.148936,0.230072,1,2,52.9574,11,1.766,FALSE,1e+09,3,0
4,2,0,10,23,6,3,7,2,2,176,0,0,0.857143,0.583333,1,1,43,1,0.75,FALSE,1e+09,3,0
6,6,1,11,22,13,11,1,5,0.8,75,1,0,0.996078,0.4,3,12,11.3333,2,0.6667,FALSE,1e+09,3,0
12,2,0,7,36,36,1,7,8,0.865613,505,1,4,0.541667,0.319444,1,3,39.1667,14,3.6667,FALSE,1e+09,3,0
1,2,0,5,2,0,3,2,1,2,5,0,0,1,1,0,0,4,0,0,FALSE,1e+09,3,0
27,1,0,3,40,25,3,0,21,0.529412,1277,0.705882,0,0,0.296296,0,0,45.6667,7,1.5926,FALSE,1e+09,3,0
2,2,0,2,6,1,1,2,2,2,65,0,0,0.888889,0.625,0,0,31.5,7,3.5,FALSE,1e+09,3,0
11,7,0,11,64,29,2,10,4,0.814286,396,1,0,0.984985,0.363636,0,0,34.3636,4,1.3636,FALSE,1e+09,3,0
118,1,0,7,180,6075,6,1,27,0.921126,5207,0.717391,1,0,0.138067,0,0,42.3475,9,1.5678,TRUE,1e+09,3,3
1,2,0,2,2,0,1,1,1,2,6,0,0,1,1,0,0,4,0,0,FALSE,1e+09,3,0
9,1,0,2,17,2,1,1,6,0.678571,236,1,0,0,1,0,0,24.4444,5,2.8889,FALSE,1e+09,3,0
9,1,0,6,20,0,4,2,9,0.5,112,1,0,0,0.259259,0,0,11.2222,3,1.5556,FALSE,1e+09,3,0
12,1,0,3,25,0,2,1,0,0.436364,218,1,0,0,0.395833,0,0,16.75,3,1.3333,FALSE,1e+09,3,0
26,1,0,10,39,311,7,3,23,0.873333,179,1,1,0,0.16,0,0,5.65385,3,1.1923,FALSE,1e+09,3,0
2,1,0,2,3,1,2,0,0,1,16,0,0,0,0.75,0,0,6,0,0,FALSE,1e+09,3,0
4,1,0,6,4,6,6,0,4,2,4,0,0,0,1,0,0,0,1,1,FALSE,1e+09,3,0
14,1,0,20,27,0,19,1,10,0.653846,386,0.125,1,0,0.342857,0,0,26,6,2.4286,FALSE,1e+09,3,0
5,1,4,5,11,10,4,1,5,2,48,0,0,0,0.45,0,0,8.6,2,1.6,FALSE,1e+09,3,0
14,7,0,12,98,43,4,11,2,0.866397,1049,0.894737,1,0.980568,0.204082,0,0,72.5714,9,2.4286,FALSE,1e+09,3,0
11,2,0,3,24,25,2,1,7,0.833333,177,0,0,0.64,0.30303,2,3,14.8182,6,2,FALSE,1e+09,3,0
5,2,1,8,11,6,2,6,4,0.75,81,1,1,0.666667,0.288889,1,2,14,2,1,FALSE,1e+09,3,0
2,1,0,4,2,1,3,2,2,2,2,0,0,0,1,0,0,0,1,1,FALSE,1e+09,3,0
45,1,0,41,77,898,36,5,28,0.795455,1472,0.25,2,0,0.083333,0,0,31.6222,12,2.0222,FALSE,1e+09,3,0
37,1,0,24,111,666,12,15,14,2,1616,0,0,0,0.153846,0,0,42.6757,30,3.1622,FALSE,1e+09,3,0
11,1,0,2,17,0,2,0,8,0.225,387,1,0,0,0.436364,0,0,33.8182,4,1.8182,FALSE,1e+09,3,0
21,1,0,14,50,90,13,5,9,0.8625,660,0.6875,5,0,0.169312,0,0,29.6667,14,3.1429,TRUE,1e+09,3,3
4,1,0,3,13,4,1,3,3,0.666667,62,1,0,0,0.333333,0,0,14.25,4,2.25,TRUE,1e+09,3,3
17,5,0,16,94,106,4,16,3,0.770833,554,1,3,0.974277,0.215686,3,4,31.2353,15,2.5294,TRUE,1e+09,3,3
1,4,0,3,2,0,2,1,1,2,5,0,0,1,1,0,0,4,0,0,FALSE,1e+09,3,0
2,2,0,7,7,1,1,6,1,2,30,0,0,0.947368,0.625,1,1,14,1,0.5,FALSE,1e+09,3,0
6,2,0,16,45,15,3,13,6,2,280,0,0,0.782609,0.229167,1,1,45.6667,1,0.8333,FALSE,1e+09,3,0
14,1,7,9,16,91,7,2,14,2,38,0,0,0,0.414286,0,0,1.71429,1,0.9286,FALSE,1e+09,3,0
8,7,0,6,60,20,2,6,3,0.8,294,1,0,0.989442,0.375,2,5,35.125,5,1.375,FALSE,1e+09,3,0
13,1,0,27,31,34,26,1,11,0.962963,237,0.888889,0,0,0.083333,0,0,16.5385,3,1.9231,TRUE,1e+09,3,3
5,2,0,11,33,6,1,10,1,0.625,206,0,0,0.818182,0.433333,1,1,39.8,1,0.8,FALSE,1e+09,3,0
2,2,0,9,7,1,1,8,1,1,28,0,0,0.947368,0.625,1,1,12.5,1,0.5,FALSE,1e+09,3,0
22,1,0,21,89,97,12,15,10,0.857143,623,0.846154,3,0,0.25,0,0,26.7273,6,1.7727,TRUE,1e+09,3,3
31,5,0,29,83,267,21,16,23,0.921429,751,0.571429,5,0.957478,0.209524,0,0,22.7742,12,2.3548,TRUE,1e+09,3,3
3,2,0,4,8,0,1,3,0,0.5,77,1,0,0.777778,0.444444,1,2,24,5,2,FALSE,1e+09,3,0
2,1,0,3,2,1,3,1,2,2,2,0,0,0,1,0,0,0,1,1,FALSE,1e+09,3,0
4,1,0,2,5,0,1,1,3,0,59,1,0,0,0.666667,0,0,13.25,3,1.75,FALSE,1e+09,3,0
11,4,0,18,26,33,14,5,11,0.45,141,0,0,0.764706,0.363636,1,2,11.6364,2,1,FALSE,1e+09,3,0
5,1,0,5,33,0,0,5,4,0.375,161,1,0,0,0.25,0,0,30.8,3,1.6,FALSE,1e+09,3,0
5,1,0,3,12,0,2,1,3,0.53125,256,1,0,0,0.6,0,0,48.6,10,3.8,FALSE,1e+09,3,0
8,2,0,18,38,28,1,17,1,2,273,0,0,0.72,0.363636,1,1,33.125,1,0.875,FALSE,1e+09,3,0
2,2,0,12,19,1,1,11,1,2,91,0,0,0.947368,0.625,1,1,44.5,1,0.5,FALSE,1e+09,3,0
3,2,0,6,9,0,4,2,3,0,36,1,0,0.6,0.666667,1,1,10.6667,1,0.6667,FALSE,1e+09,3,0
2,2,0,8,5,1,2,6,1,1,19,0,0,0.947368,0.666667,0,0,8,1,0.5,FALSE,1e+09,3,0
9,2,0,15,64,6,3,13,2,0.788043,727,0.956522,4,0.461538,0.25,0,0,77.2222,14,3.1111,TRUE,1e+09,3,3
5,1,0,9,20,0,6,3,5,0.59375,112,0,1,0,0.533333,0,0,19.8,2,1,FALSE,1e+09,3,0
7,3,0,8,18,5,1,7,7,0.809524,153,1,2,0.727273,0.392857,2,2,19.8571,2,1.2857,FALSE,1e+09,3,0
16,1,0,14,64,0,6,10,1,0.713333,1130,0.9,4,0,0.386667,0,0,69,29,5.875,TRUE,1e+09,3,3
6,1,0,18,22,0,10,10,4,0.533333,316,0.333333,2,0,0.357143,0,0,51.1667,2,1,FALSE,1e+09,3,0
2,2,0,10,9,1,1,9,1,1,36,0,0,0.947368,0.625,1,1,16,1,0.5,FALSE,1e+09,3,0
3,2,0,11,18,3,1,10,1,1,274,0,0,0.9,0.533333,1,1,90,1,0.6667,FALSE,1e+09,3,0
3,7,0,6,35,3,3,4,3,2,161,0,0,0.99696,0.555556,0,0,52.6667,1,0.6667,TRUE,1e+09,3,3
13,1,0,12,26,0,11,1,12,0.458333,110,1,0,0,0.384615,0,0,7.30769,2,1,TRUE,1e+09,3,3
3,1,0,9,19,3,1,9,1,2,110,0,0,0,0.555556,0,0,35.6667,17,6.3333,TRUE,1e+09,3,3
7,7,0,6,40,9,3,5,4,0.611111,214,1,1,0.993812,0.3,3,13,28.7143,8,2.1429,FALSE,1e+09,3,0
118,1,0,197,390,5891,169,60,81,0.923077,5263,0.964286,9,0,0.053846,0,0,43.3644,61,4,TRUE,1e+09,3,3
2,2,0,12,10,1,1,11,1,1.125,137,0.625,4,0.947368,0.625,1,1,63.5,1,0.5,FALSE,1e+09,3,0
7,2,0,16,17,19,8,8,6,0.333333,53,0,0,0.75,0.457143,1,1,6.42857,1,0.8571,FALSE,1e+09,3,0
6,2,0,5,33,9,1,4,4,0.74,439,0.6,0,0.886364,0.5,2,3,70.5,13,4.1667,TRUE,1e+09,3,3
6,5,0,10,29,5,5,9,1,0.7,140,1,3,0.992401,0.388889,0,0,21.6667,2,1,FALSE,1e+09,3,0
6,5,0,9,29,5,5,6,3,0.666667,141,1,2,0.992401,0.5,1,7,22,1,0.8333,FALSE,1e+09,3,0
6,6,0,6,31,9,4,6,0,0.8,134,1,3,0.992378,0.3,0,0,20.8333,1,0.8333,FALSE,1e+09,3,0
11,1,0,2,14,49,2,1,11,0.8,50,1,1,0,0.454545,0,0,3.36364,1,0.9091,FALSE,1e+09,3,0
6,2,0,10,14,5,8,4,5,0.933333,86,0.166667,1,0.428571,0.4,1,1,11.3333,1,0.6667,FALSE,1e+09,3,0
5,1,0,9,5,10,9,1,5,2,5,0,0,0,0.666667,0,0,0,1,1,FALSE,1e+09,3,0
413,1,0,48,505,0,1,48,87,0.727689,23590,0.769231,8,0,0.138015,0,0,56.0557,46,5.4673,FALSE,1e+09,3,0
4,3,0,1,8,4,1,0,4,1,82,0,0,0.857143,0.35,2,2,18.5,1,0.75,FALSE,1e+09,3,0
10,2,0,10,39,0,7,3,9,0.641975,552,0.111111,1,0.3,0.273504,0,0,53.3,13,4.7,FALSE,1e+09,3,0
13,1,0,11,60,44,4,10,6,0.833333,487,0.6,0,0,0.180556,0,0,36.0769,6,2.6923,TRUE,1e+09,3,3
8,6,0,6,42,10,4,4,4,0.571429,207,1,1,0.990868,0.291667,2,2,24.375,2,1,TRUE,1e+09,3,3
5,7,0,8,50,2,1,8,4,0.5,362,1,1,0.993939,0.466667,0,0,70.4,4,1.8,FALSE,1e+09,3,0
19,7,1,10,108,137,4,8,10,0.767677,767,0.909091,0,0.97474,0.194737,4,8,38.7895,10,2.4211,TRUE,1e+09,3,3
2,2,0,2,6,1,1,2,2,2,84,0,0,0.888889,0.625,0,0,41,9,4.5,TRUE,1e+09,3,3
5,6,0,5,28,0,2,4,1,0.708333,338,1,0,0.994056,0.5,2,4,64.2,3,1.6,FALSE,1e+09,3,0
5,1,0,2,17,4,1,1,3,0.5,137,1,0,0,0.5,0,0,25.6,3,2,FALSE,1e+09,3,0
40,1,0,73,94,780,69,8,37,1,1674,0,0,0,0.10625,0,0,40.825,17,4.7,TRUE,1e+09,3,3
7,1,0,36,7,21,36,0,7,2,7,0,0,0,0.52381,0,0,0,1,1,FALSE,1e+09,3,0
43,4,0,13,108,737,6,12,36,0.940952,956,0.88,3,0.938953,0.121646,3,17,20.6512,29,1.8837,TRUE,1e+09,3,3
4,2,0,12,21,6,1,11,1,1,280,0,0,0.857143,0.45,1,1,68.75,4,2.25,FALSE,1e+09,3,0
10,1,2,14,26,5,9,8,7,0.388889,161,0,2,0,0.255556,0,0,14.9,3,1.1,FALSE,1e+09,3,0
2,2,0,13,25,1,1,12,1,2,214,0,0,0.947368,0.625,1,2,106,1,0.5,FALSE,1e+09,3,0
8,2,0,4,22,4,1,3,4,0.767857,273,1,2,0.708333,0.291667,1,2,31.125,6,2.375,TRUE,1e+09,4,3
1,1,0,7,1,0,6,1,1,2,2,0,0,0,1,0,0,0,1,1,TRUE,1e+09,4,3
7,1,0,6,30,17,0,6,2,0.75,144,0,1,0,0.277778,0,0,19.2857,2,0.8571,TRUE,1e+09,4,3
2,1,0,2,4,1,1,1,1,2,8,0,0,0,0.75,0,0,3,1,0.5,TRUE,1e+09,4,3
8,1,0,6,22,22,0,6,8,0.714286,157,0,2,0,0.339286,0,0,18.25,2,1.125,TRUE,1e+09,4,3
10,1,0,9,16,29,6,3,0,0.777778,94,1,1,0,0.25,0,0,7.6,1,0.8,TRUE,1e+09,4,3
17,2,0,8,30,114,1,7,13,0.828125,200,1,0,0.642857,0.3625,1,1,10.2941,4,0.8235,TRUE,1e+09,4,3
2,1,0,3,22,1,1,2,2,2,128,0,0,0,0.75,0,0,63,5,2.5,TRUE,1e+09,4,3
6,2,0,3,8,15,0,3,6,1,34,0,0,0.818182,0.5,1,1,4.33333,2,0.8333,TRUE,1e+09,4,3
5,1,0,0,16,0,0,0,2,0.208333,268,0,0,0,0.333333,0,0,51.4,4,2,TRUE,1e+09,4,3
19,1,0,4,40,159,0,4,14,0.819444,198,0.5,2,0,0.203947,0,0,9.21053,2,1.1053,TRUE,1e+09,4,3
6,1,6,10,10,7,8,2,2,0.72,174,0,1,0,0.44,0,0,27.1667,6,1.8333,TRUE,1e+09,4,3
5,1,0,1,17,10,0,1,4,2,58,0,0,0,0.666667,0,0,10.6,1,0.8,TRUE,1e+09,4,3
2,1,0,3,4,1,0,3,2,1,12,0,1,0,0.666667,0,0,4.5,1,0.5,TRUE,1e+09,4,3
10,3,0,8,42,0,0,8,5,0.866667,435,0.2,1,0.825,0.311111,1,1,41,6,1.6,TRUE,1e+09,4,3
5,1,0,9,31,10,0,9,2,0.875,151,0,0,0,0.3,0,0,28.8,4,1.6,TRUE,1e+09,4,3
4,7,0,5,25,0,4,4,3,0.666667,125,0.5,0,0.996865,0.45,0,0,29.75,3,1,TRUE,1e+09,4,3
10,1,0,3,17,0,2,1,9,0.555556,249,0,1,0,0.466667,0,0,23.4,5,2.1,TRUE,1e+09,4,3
18,1,0,62,55,99,52,11,12,0.885154,395,0.47619,4,0,0.20915,0,0,19.7778,5,1.5556,TRUE,1e+09,4,3
3,6,0,4,13,1,1,3,2,0.75,59,1,0,0.996992,0.444444,1,1,18,2,1,TRUE,1e+09,4,3
2,1,0,4,15,0,1,3,2,0.25,77,0,1,0,0.666667,0,0,35.5,2,1,FALSE,1e+09,4,0
4,3,0,6,7,6,2,4,4,2,30,0,0,0.945455,0.875,1,1,6.5,2,1,TRUE,1e+09,4,3
1,7,0,4,14,0,3,2,1,2,56,0,0,1,1,0,0,55,0,0,TRUE,1e+09,4,3
5,2,0,4,20,8,1,3,3,0.75,121,1,1,0.870968,0.333333,1,3,22.8,2,1.4,TRUE,1e+09,4,3
2,1,0,2,9,1,2,0,2,2,59,0,0,0,0.5,0,0,28.5,6,3,TRUE,1e+09,4,3
7,1,0,2,13,0,1,1,7,0.333333,246,0,1,0,0.52381,0,0,33.4286,7,2.7143,TRUE,1e+09,4,3
20,2,2,10,40,112,4,6,13,0.684211,296,1,1,0.514286,0.19375,1,3,13.65,5,1.85,TRUE,1e+09,4,3
4,4,0,3,10,0,1,2,4,0.5,41,0,0,0.875,0.5,2,2,8.75,1,0.75,TRUE,1e+09,4,3
5,1,0,0,14,4,0,0,2,0.25,80,0,0,0,0.25,0,0,14.8,2,1,TRUE,1e+09,4,3
5,2,0,2,18,8,1,1,5,0.75,88,0.5,0,0.764706,0.45,1,2,15.8,1,0.8,TRUE,1e+09,4,3
6,2,0,5,25,5,2,4,1,0.8,94,0.75,2,0.938462,0.24,1,1,14,1,0.6667,TRUE,1e+09,4,3
0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,TRUE,1e+09,4,3
7,1,0,6,22,11,0,6,3,0.666667,107,0,1,0,0.375,0,0,13.8571,2,0.8571,TRUE,1e+09,4,3
2,1,0,2,5,0,1,1,1,0,19,1,1,0,0.75,0,0,8,1,0.5,TRUE,1e+09,4,3
9,1,0,6,23,0,3,3,9,0.125,208,1,0,0,0.416667,0,0,22,5,3.3333,TRUE,1e+09,4,3
5,1,0,0,15,8,0,0,1,0.833333,479,0,0,0,0.3125,0,0,94.2,7,2,FALSE,1e+09,4,0
7,1,0,3,11,15,3,1,7,0.666667,49,1,0,0,0.642857,0,0,5.85714,2,0.8571,TRUE,1e+09,4,3
5,3,0,1,15,0,1,0,2,0,170,0,0,0.975207,0.4,0,0,32.8,3,1,FALSE,1e+09,4,0
28,1,2,17,46,306,16,1,26,0.912458,236,1,1,0,0.259259,0,0,7.03571,4,1.1429,TRUE,1e+09,4,3
2,1,0,3,4,1,1,3,2,2,10,0,0,0,0.75,0,0,4,1,0.5,FALSE,1e+09,4,0
5,3,2,4,17,8,4,0,4,1.1,148,0.4,0,0.95122,0.357143,1,3,27.6,7,1.6,TRUE,1e+09,4,3
2,3,0,1,4,1,1,0,2,2,15,0,0,0.933333,0.75,0,0,6.5,2,1,TRUE,1e+09,4,3
17,1,0,1,51,84,1,0,11,0.864583,344,0.666667,0,0,0.305882,0,0,18.8824,4,1.5294,TRUE,1e+09,4,3
1,1,0,8,1,0,8,0,1,2,1,0,0,0,1,0,0,0,1,1,TRUE,1e+09,4,3
4,1,0,9,25,0,3,6,2,0.733333,126,0,2,0,0.416667,0,0,29.25,2,0.75,TRUE,1e+09,4,3
5,1,0,1,17,0,0,1,2,0.5,163,0,1,0,0.25,0,0,30.8,3,1.4,TRUE,1e+09,4,3
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,TRUE,1e+09,4,3
